LEAGUE,NAME,SEASON,UNIQUE ID,POS,AGE,#,TEAM,GP,EV P1/GP,PP P1/GP,P1/GP,EV G,EV A1,EV A2,EV P1,PP G,PP A1,PP A2,PP P1,SH G,SH A1,SH A2,SHOTS,SH%,TG,TP,TP/GP,EV%,Goals/P1,MISSING GF%,EV GF,EV GA,EV GF%,EV GF%Rel,OFF EV GF,OFF EV GA,eTOI/GP,P1/e60,DOB,BIRTH YEAR,HT,SHOOTS,Breakout Season,TSA,ShotAttempts/P1/e60
NCAAD1,Allison Reeb,2020,701184/allison-reeb,F,20,25,MER,34,0,0,0.0294,0,0,1,0,0,0,0,0,0,0,0,19,0,0,1,0.0294,0,0,0,5,18,21.74,-9.03,28,63,11.91,0.01,11/22/2000,2000,5'04,L,FALSE,26,2600
NCAAD1,Amanda Backebo,2020,366369/amanda-backebo,F,23,3,SYR,28,0.1071,0,0.1071,1,2,0,3,0,0,0,0,0,0,0,14,7.14,1,3,0.1071,100,33.33,0,10,1,90.91,36.86,60,51,9.46,0.6793,5/31/1997,1997,5'03,L,TRUE,25,36.8025909
NCAAD1,Miranda Anthony,2020,520803/miranda-anthony,F,19,13,OSU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7.07,0.01,5/24/2001,2001,5'05,R,FALSE,25,2500
NCAAD1,Tess Dettling,2019,367280/tess-dettling,F,20,11,YAL,16,0.125,0,0.125,2,0,0,2,0,0,0,0,0,0,0,16,12.5,2,2,0.125,100,100,0,5,12,29.41,-19.57,24,25,13.06,0.5742,1/22/1999,1999,5'02,L,FALSE,25,43.53883664
NCAAD1,Brynn Koocher,2021,389606/brynn-koocher,F,20,5,SYR,22,0.2273,0,0.3636,2,3,3,5,0,0,0,0,0,0,0,23,8.7,2,8,0.3636,100,40,,12,6,66.67,8.85,37,27,12.17,1.1206,10/5/2001,2001,5'05,R,FALSE,25,22.30947707
NCAAD1,Emma Yanko,2019,397330/emma-yanko,F,0,22,MND,27,0,0,0.037,0,0,1,0,0,0,0,0,0,0,0,14,0,0,1,0.037,0,0,0,3,10,23.08,-29.6,59,53,9.85,0.01,,,5'05,L,FALSE,25,2500
NCAAD1,Miranda Gaudet,2019,402430/miranda-gaudet,F,20,23,CLK,38,0.0263,0,0.0263,0,1,0,1,0,0,0,0,0,0,0,13,0,0,1,0.0263,100,0,0,4,2,66.67,-2.21,104,47,8.08,0.1954,12/21/1999,1999,5'07,R,FALSE,25,127.9426817
NCAAD1,Taylor Lum,2021,489975/taylor-lum,F,18,19,STL,13,0.2308,0.0769,0.4615,0,3,1,3,1,0,1,1,0,0,0,19,5.26,1,6,0.4615,75,25,,8,8,50,8.62,12,17,17.15,1.0768,-,2003,Unknown,-,FALSE,25,23.21693908
NCAAD1,Katie Detert,2020,498008/katie-detert,F,22,13,STC,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,16,11.11,-22.95,31,60,12.25,0.01,,1998,5'06,R,FALSE,25,2500
NCAAD1,Kippin Keller,2019,498949/kippin-keller,F,22,8,MIN,17,0.0588,0,0.1765,1,0,2,1,0,0,0,0,0,0,0,15,6.67,1,3,0.1765,100,100,0,4,2,66.67,-9.33,57,18,9.13,0.3865,12/16/1997,1997,5'04,L,FALSE,25,64.68305304
NCAAD1,Katie Huntington,2020,521090/katie-huntington,F,21,26,QUI,36,0,0,0.0278,0,0,1,0,0,0,0,0,0,0,0,17,0,0,1,0.0278,0,0,0,2,1,66.67,6.97,80,54,7.91,0.01,6/26/1999,1999,5'08,R,FALSE,25,2500
NCAAD1,Charlotte Huntington,2020,571412/charlotte-huntington,F,20,25,SAC,32,0.0625,0,0.0625,2,0,0,2,0,0,0,0,0,0,0,23,8.7,2,2,0.0625,100,100,0,6,12,33.33,-23.94,63,47,10.64,0.3526,,2000,Unknown,R,FALSE,25,70.90187181
NCAAD1,Carrissa Hlywa,2021,589108/carrissa-hlywa,F,20,17,RIT,15,0.0667,0,0.0667,1,0,0,1,0,0,0,0,0,0,0,17,5.88,1,1,0.0667,100,100,,1,13,7.14,-4.76,5,37,14.25,0.2807,12/17/2001,2001,5'03,R,FALSE,25,89.06305664
NCAAD1,Celine Frappier,2020,404433/celine-frappier,F,22,24,MRC,7,0,0,0.2857,0,0,1,0,0,0,1,0,0,0,0,19,0,0,2,0.2857,0,0,0,3,0,100,45.83,13,11,12.26,0.01,3/24/1998,1998,5'04,L,FALSE,24,2400
NCAAD1,Emma Kee,2020,372840/emma-kee,F,20,21,PRN,30,0.0333,0.0333,0.0667,1,0,0,1,1,0,0,1,0,0,0,16,12.5,2,2,0.0667,50,100,0,6,2,75,6.03,80,36,8.83,0.4531,9/14/2000,2000,5'02,R,FALSE,24,52.96843964
NCAAD1,Sofia Smithson,2021,389473/sofia-smithson,F,20,19,HCR,16,0.25,0.0625,0.3125,2,2,0,4,0,1,0,1,0,0,0,26,7.69,2,5,0.3125,80,40,,6,19,24,-1,11,33,17.97,1.0436,3/22/2001,2001,5'05,-,TRUE,24,22.99731698
NCAAD1,Mackenzie Krasowski,2020,431789/mackenzie-krasowski,F,20,18,RMU,31,0.1613,0,0.1613,3,2,0,5,0,0,0,0,0,0,0,17,17.65,3,5,0.1613,100,60,0,8,8,50,-3.13,51,45,9.99,0.9686,6/17/2000,2000,5'08,L,TRUE,24,24.77803015
NCAAD1,Kaitlyn Rippon,2019,496250/kaitlyn-rippon,F,19,19,YAL,20,0.1,0,0.15,1,1,1,2,0,0,0,0,0,0,0,16,6.25,1,3,0.15,100,50,0,7,5,58.33,21.02,25,42,10.7,0.5607,2/20/2000,2000,5'06,R,FALSE,24,42.80363831
NCAAD1,Maddie Rowe,2019,497284/maddie-rowe,F,21,8,WIS,40,0.05,0,0.1,0,2,2,2,0,0,0,0,0,0,0,8,0,0,4,0.1,100,0,0,9,3,75,-6.02,111,26,9.31,0.3222,9/3/1998,1998,5'11,R,FALSE,24,74.48789572
NCAAD1,Kippin Keller,2020,498949/kippin-keller,F,23,8,MIN,36,0.0556,0.0278,0.1389,2,0,2,2,1,0,0,1,0,0,0,19,15.79,3,5,0.1389,66.67,100,0,5,3,62.5,-7.62,115,49,8.72,0.5735,12/16/1997,1997,5'04,L,FALSE,24,41.84829991
NCAAD1,Sophie Slattery,2020,520623/sophie-slattery,F,21,17,PSU,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,1,50,2.94,8,9,11.12,0.01,7/14/1999,1999,5'07,R,FALSE,24,2400
NCAAD1,Brooklynn Schugel,2020,543171/brooklynn-schugel,F,23,11,MND,36,0.0556,0,0.0556,0,2,0,2,0,0,0,0,0,0,0,15,0,0,2,0.0556,100,0,0,4,4,50,-6.39,75,58,8.54,0.3905,9/5/1997,1997,5'07,L,FALSE,24,61.45966709
NCAAD1,Courtney Hall,2020,553722/courtney-hall,F,19,18,STC,18,0.0556,0,0.0556,0,1,0,1,0,0,0,0,0,0,0,11,0,0,1,0.0556,100,0,0,3,12,20,-10.51,18,41,11.83,0.2817,7/6/2001,2001,5'07,L,FALSE,24,85.1970181
NCAAD1,Mary Kromer,2021,554092/mary-kromer,F,19,18,MRC,18,0.1111,0,0.1667,0,2,1,2,0,0,0,0,0,0,0,18,0,0,3,0.1667,100,0,,8,4,66.67,10.3,31,24,11.4,0.5847,3/7/2002,2002,5'06,-,FALSE,24,41.04669061
NCAAD1,Olivia Finocchiaro,2019,554159/olivia-finocchiaro,F,19,12,BC,39,0.0256,0,0.0513,1,0,1,1,0,0,0,0,0,0,0,19,5.26,1,2,0.0513,100,100,0,6,5,54.55,-12.37,91,45,8.87,0.1735,1/4/2000,2000,5'05,L,FALSE,24,138.3285303
NCAAD1,Mya Neugent,2021,627427/mya-neugent,F,20,9,BMJ,20,0.05,0,0.05,0,1,0,1,0,0,0,0,0,0,0,14,0,0,1,0.05,100,0,,1,11,8.33,-21.4,22,52,11.14,0.2693,9/2/2001,2001,5'06,R,FALSE,24,89.11994059
NCAAD1,Sara Sakkinen,2021,367421/sara-sakkinen,F,23,25,OSU,18,0.0556,0,0.1111,1,0,1,1,0,0,0,0,0,0,0,13,7.69,1,2,0.1111,100,100,,6,6,50,-7.97,40,29,11.34,0.2939,4/7/1998,1998,5'04,L,FALSE,23,78.25791085
NCAAD1,Laura Lundblad,2021,385934/laura-lundblad,F,23,18,QUI,13,0.3077,0.0769,0.3846,2,2,0,4,1,0,0,1,0,0,0,23,13.04,3,5,0.3846,80,60,,7,7,50,-6.52,26,20,14.13,1.6327,7/9/1998,1998,5'04,L,FALSE,23,14.087095
NCAAD1,Makayla Mori,2020,409875/makayla-mori,F,21,12,UNI,29,0.0345,0,0.0345,1,0,0,1,0,0,0,0,0,0,0,9,11.11,1,1,0.0345,100,100,0,4,13,23.53,-6.47,27,63,10.43,0.1984,9/9/1999,1999,5'05,L,FALSE,23,115.9274194
NCAAD1,Sam Lessick,2021,493537/sam-lessick,F,20,6,MER,16,0.125,0,0.125,1,1,0,2,0,0,0,0,0,0,0,20,5,1,2,0.125,100,50,,5,14,26.32,16.06,4,35,17.35,0.4323,9/20/2001,2001,5'08,R,FALSE,23,53.20379366
NCAAD1,Bridget McCarthy,2020,495227/bridget-mccarthy,F,0,21,BC,36,0.0556,0.0278,0.1111,1,1,1,2,0,1,0,1,0,0,0,16,6.25,1,4,0.1111,66.67,33.33,0,3,5,37.5,-13.61,69,66,8.65,0.5784,,,5'06,R,FALSE,23,39.7648686
NCAAD1,Joie Phelps,2019,520757/joie-phelps,F,21,6,COR,36,0.0556,0,0.1111,1,1,2,2,0,0,0,0,0,0,0,11,9.09,1,4,0.1111,100,50,0,6,9,40,-28.14,77,36,9.49,0.3513,,1998,5'07,-,FALSE,23,65.47110732
NCAAD1,Miceala Sindoris,2021,529478/miceala-sindoris,F,21,5,NOE,20,0.4,0,0.45,3,5,1,8,0,0,0,0,0,0,0,19,15.79,3,9,0.45,100,37.5,,13,0,100,17.91,55,12,10.91,2.199,7/26/2000,2000,5'05,L,TRUE,23,10.45929968
NCAAD1,Ciara Barone,2019,554160/ciara-barone,F,19,16,PRV,35,0.1143,0,0.1429,2,2,0,4,0,0,1,0,0,0,0,13,15.38,2,5,0.1429,100,50,0,7,4,63.64,4.38,64,44,9.45,0.7255,11/8/2000,2000,5'07,R,FALSE,23,31.70227429
NCAAD1,Devon Facchinato,2020,431702/devon-facchinato,F,21,9,COR,31,0.0968,0.0323,0.3548,0,3,3,3,0,1,4,1,0,0,0,9,0,0,11,0.3548,75,0,0,17,4,80.95,-1.47,75,16,12.54,0.6173,2/12/1999,1999,5'10,R,FALSE,22,35.63907338
NCAAD1,Janna Haeg,2019,498037/janna-haeg,F,22,5,STC,35,0.0286,0.0571,0.1429,1,0,1,1,2,0,1,2,0,0,0,18,16.67,3,5,0.1429,33.33,100,0,4,23,14.81,-26.26,46,66,12.23,0.4205,,1997,5'06,L,FALSE,22,52.31866825
NCAAD1,Alli First,2019,514778/alli-first,F,20,20,UNI,25,0.12,0,0.12,2,1,0,3,0,0,0,0,0,0,0,10,20,2,3,0.12,100,66.67,0,5,6,45.45,28.97,15,76,9.7,0.7423,9/29/1999,1999,5'04,L,TRUE,22,29.63761283
NCAAD1,Paige Anderson,2021,520921/paige-anderson,F,20,13,BMJ,20,0.1,0,0.15,1,1,1,2,0,0,0,0,0,0,0,9,11.11,1,3,0.15,100,50,,5,10,33.33,7.98,18,53,11.64,0.5154,3/21/2001,2001,5'07,R,TRUE,22,42.68529298
NCAAD1,Kiersten Goode,2020,554010/kiersten-goode,F,20,9,YAL,28,0.0357,0,0.0357,1,0,0,1,0,0,0,0,0,0,0,15,6.67,1,1,0.0357,100,100,0,4,3,57.14,10.08,56,63,8.91,0.2406,3/7/2000,2000,5'05,L,FALSE,22,91.43807149
NCAAD1,Caroline Goffredo,2021,627851/caroline-goffredo,F,20,24,BC,12,0.0833,0,0.1667,0,1,1,1,0,0,0,0,0,0,0,19,0,0,2,0.1667,100,0,,7,5,58.33,-8.33,22,11,14.05,0.3559,10/13/2001,2001,5'05,R,FALSE,22,61.81511661
NCAAD1,Elizabeth Gross,2019,627260/elizabeth-gross,F,20,5,BRN,28,0.2857,0.1071,0.4286,5,3,1,8,2,1,0,3,0,0,0,84,8.33,7,12,0.4286,72.73,63.64,0,13,32,28.89,-2.54,22,48,21.05,1.12,10/4/1999,1999,5'08,R,FALSE,21,18.75
NCAAD1,Elizabeth Gross,2020,627260/elizabeth-gross,F,21,5,BRN,29,0.2414,0,0.2759,3,4,0,7,0,0,1,0,0,0,0,77,3.9,3,8,0.2759,100,42.86,0,10,34,22.73,3.61,13,55,19.9,0.7277,10/4/1999,1999,5'08,R,FALSE,21,28.8580459
NCAAD1,Paige Rynne,2020,389887/paige-rynne,F,21,9,UNH,5,0.8,0,0.8,3,1,0,4,0,0,0,0,0,0,0,14,21.43,3,4,0.8,100,75,0,4,0,100,50,8,8,13.34,3.5984,6/18/1999,1999,5'11,R,TRUE,21,5.835927079
NCAAD1,Megan Fergusson,2021,413387/megan-fergusson,F,22,28,MER,14,0.1429,0.1429,0.2857,2,0,0,2,0,2,0,2,0,0,0,24,8.33,2,4,0.2857,50,50,,3,15,16.67,1.52,5,28,17.91,0.9574,1/5/1999,1999,5'08,L,FALSE,21,21.93440568
NCAAD1,Maddi Wheeler,2021,488348/maddi-wheeler,F,19,28,WIS,17,0.1176,0,0.2353,2,0,2,2,0,0,0,0,0,0,0,13,15.38,2,4,0.2353,100,100,,5,0,100,31.17,53,24,9.29,0.7602,10/10/2002,2002,5'04,L,FALSE,21,27.62430939
NCAAD1,Bridget McCarthy,2019,495227/bridget-mccarthy,F,0,21,BC,39,0.0256,0,0.0769,0,1,2,1,0,0,0,0,0,0,0,9,0,0,3,0.0769,100,0,0,6,1,85.71,20.71,91,49,8.2,0.1875,,,5'06,R,FALSE,21,112
NCAAD1,Lucy Burton,2019,520710/lucy-burton,F,21,5,YAL,23,0.087,0,0.1304,1,1,1,2,0,0,0,0,0,0,0,14,7.14,1,3,0.1304,100,50,0,4,9,30.77,-17.28,37,40,10.84,0.4815,11/19/1998,1998,5'06,R,FALSE,21,43.61370717
NCAAD1,Kendall Williamson,2019,521010/kendall-williamson,F,21,8,CLG,36,0.0556,0,0.0556,2,0,0,2,0,0,0,0,0,0,0,15,13.33,2,2,0.0556,100,100,0,4,10,28.57,-35.61,86,48,9.18,0.3631,11/5/1998,1998,5'02,R,FALSE,21,57.83530708
NCAAD1,Ellie Moser,2020,521093/ellie-moser,F,20,16,BMJ,20,0.15,0,0.2,0,3,1,3,0,0,0,0,0,0,0,14,0,0,4,0.2,100,0,0,3,4,42.86,-0.48,26,34,9.79,0.9189,4/9/2000,2000,5'08,R,FALSE,21,22.85341169
NCAAD1,Ally Qualley,2021,544809/ally-qualley,F,19,16,MER,16,0.0625,0,0.1875,1,0,1,1,0,0,1,0,0,0,0,21,4.76,1,3,0.1875,100,100,,4,13,23.53,11.33,5,36,16.43,0.2283,2/20/2002,2002,5'06,R,FALSE,21,91.98423127
NCAAD1,Carlie Magier,2021,553436/carlie-magier,F,22,28,HCR,6,0.1667,0,0.3333,0,1,1,1,0,0,0,0,0,0,0,8,0,0,2,0.3333,100,0,,3,5,37.5,-9.56,8,9,16.68,0.5995,7/7/1999,1999,5'06,L,FALSE,21,35.02919099
NCAAD1,Elissa Taylor,2020,624340/elissa-taylor,F,20,3,LIU,27,0.0741,0,0.1481,2,0,2,2,0,0,0,0,0,0,0,11,18.18,2,4,0.1481,100,100,0,8,9,47.06,3.94,47,62,10.45,0.4251,3/6/2000,2000,5'02,R,FALSE,21,49.40014114
NCAAD1,Dara Greig,2021,326533/dara-greig,F,21,7,WIS,18,0.1667,0.0556,0.2778,1,2,1,3,1,0,0,1,0,0,0,14,14.29,2,5,0.2778,75,50,,5,1,83.33,14.58,55,25,9.47,1.4075,12/30/2000,2000,5'07,L,TRUE,20,14.20959147
NCAAD1,Bridget Carey,2019,389822/bridget-carey,F,23,28,BRN,8,0.375,0,0.375,3,0,0,3,0,0,0,0,0,0,0,14,21.43,3,3,0.375,100,100,0,7,6,53.85,-3.3,12,9,17.24,1.3053,4/15/1996,1996,5'05,-,FALSE,20,15.32214817
NCAAD1,Natalie Wozney,2019,389948/natalie-wozney,F,21,18,STL,9,0.3333,0.1111,0.5556,3,0,1,3,1,0,0,1,0,0,0,15,26.67,4,5,0.5556,75,100,0,5,6,45.45,7.95,6,10,18.46,1.4442,9/29/1998,1998,5'05,L,TRUE,20,13.84849744
NCAAD1,Willow Corson,2021,389956/willow-corson,F,22,27,BC,13,0.3077,0.0769,0.6923,2,2,3,4,1,0,0,1,0,1,0,21,14.29,3,9,0.6923,80,60,,9,2,81.82,18.4,26,15,13.45,2.0588,11/24/1999,1999,5'09,L,TRUE,20,9.714396736
NCAAD1,Taylor Sawka,2019,402402/taylor-sawka,F,20,24,CLK,34,0.0588,0,0.0882,1,1,1,2,0,0,0,0,0,0,0,12,8.33,1,3,0.0882,100,50,0,3,5,37.5,-33.82,97,39,8.45,0.4177,2/26/1999,1999,5'05,R,FALSE,20,47.88125449
NCAAD1,Demi Gardner,2019,406296/demi-gardner,F,22,14,MNS,16,0.0625,0,0.0625,0,1,0,1,0,0,0,0,0,0,0,10,0,0,1,0.0625,100,0,0,2,2,50,-1.35,19,18,10.24,0.3662,9/25/1997,1997,5'09,R,FALSE,20,54.6149645
NCAAD1,Stephanie Voge,2019,514772/stephanie-voge,F,20,25,STL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,5,28.57,-15.5,52,66,8.53,0.01,8/18/1999,1999,5'07,-,FALSE,20,2000
NCAAD1,Hannah Corneliusen,2021,540945/hannah-corneliusen,F,19,23,MER,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,,1,14,6.67,-13.92,7,27,15.31,0.01,3/9/2002,2002,5'07,R,FALSE,20,2000
NCAAD1,Sydney Breza,2020,544802/sydney-breza,F,19,24,COR,22,0.1364,0,0.1818,2,1,1,3,0,0,0,0,0,0,0,12,16.67,2,4,0.1818,100,66.67,0,7,2,77.78,-8.79,58,9,9.77,0.8374,1/29/2001,2001,5'09,L,FALSE,20,23.88344877
NCAAD1,Katie Calliguri,2019,549242/katie-calliguri,F,20,11,SAC,18,0.0556,0,0.0556,0,1,0,1,0,0,0,0,0,0,0,16,0,0,1,0.0556,100,0,0,3,1,75,-1.12,51,16,8.67,0.3845,,1999,Unknown,-,FALSE,20,52.01560468
NCAAD1,Lindsey Dumond,2019,553899/lindsey-dumond,F,20,26,UNH,36,0.0556,0,0.0556,2,0,0,2,0,0,0,0,0,0,0,13,15.38,2,2,0.0556,100,100,0,4,14,22.22,-26.26,48,51,10.99,0.3033,2/26/1999,1999,5'05,L,FALSE,20,65.94131223
NCAAD1,Florence Lessard,2021,565649/florence-lessard,F,21,28,CLK,19,0.1579,0,0.2632,0,3,2,3,0,0,0,0,0,0,0,20,0,0,5,0.2632,100,0,,9,6,60,5.45,30,25,12.09,0.7836,3/2/2000,2000,5'02,-,FALSE,20,25.52322614
NCAAD1,Kristyna Kaltounkova,2021,404091/kristyna-kaltounkova,F,19,98,CLG,20,0.65,0.2,0.9,4,9,1,13,2,2,0,4,0,0,0,59,10.17,6,18,0.9,76.47,35.29,,21,8,72.41,23.63,20,21,19.88,2.5655,4/14/2002,2002,5'08,L,FALSE,19,7.40596375
NCAAD1,Mallorie Iozzo,2020,374212/mallorie-iozzo,F,21,11,MNS,31,0.0645,0,0.129,1,1,2,2,0,0,0,0,0,0,0,14,7.14,1,4,0.129,100,50,0,6,6,50,6.31,45,58,9.6,0.4032,6/30/1999,1999,5'05,R,FALSE,19,47.12301587
NCAAD1,Erin Langermeier,2019,400996/erin-langermeier,F,22,10,OSU,30,0.0333,0,0.0667,0,1,1,1,0,0,0,0,0,0,0,12,0,0,2,0.0667,100,0,0,5,2,71.43,17.72,58,50,8.72,0.2293,4/17/1997,1997,5'08,L,FALSE,19,82.86088094
NCAAD1,Sophie Veronneau,2019,431725/sophie-veronneau,F,21,27,YAL,28,0.0714,0,0.1429,1,1,2,2,0,0,0,0,0,0,0,14,7.14,1,4,0.1429,100,50,0,5,7,41.67,-2.21,43,55,10.18,0.4211,7/2/1998,1998,5'06,R,FALSE,19,45.11992401
NCAAD1,Janna Haeg,2020,498037/janna-haeg,F,23,5,STC,33,0.0909,0,0.1212,0,3,0,3,0,0,1,0,0,0,0,15,0,0,4,0.1212,100,0,0,6,20,23.08,-14.31,40,67,13.37,0.408,,1997,5'06,L,FALSE,19,46.56862745
NCAAD1,Mackenna Parker,2021,533769/mackenna-parker,F,21,11,BU,12,0.3333,0.0833,0.5,4,0,1,4,0,1,0,1,0,0,0,28,14.29,4,6,0.5,80,80,,9,7,56.25,14.58,10,14,18.5,1.3512,9/11/2000,2000,5'06,R,FALSE,19,14.0615749
NCAAD1,Julianna Lynch,2020,564992/julianna-lynch,F,21,12,SAC,30,0.0667,0,0.1333,0,2,1,2,0,0,1,0,0,0,0,21,0,0,4,0.1333,100,0,0,7,7,50,-4.08,53,45,10.01,0.3997,,1999,Unknown,-,FALSE,19,47.53565174
NCAAD1,Alyssa Machado,2021,613905/alyssa-machado,F,19,3,PSU,13,0.2308,0,0.3846,2,1,2,3,0,0,0,0,0,0,0,15,13.33,2,5,0.3846,100,66.67,,12,5,70.59,-9.41,32,8,14.48,0.9561,1/3/2002,2002,5'06,-,FALSE,19,19.87239828
NCAAD1,Willow Corson,2019,389956/willow-corson,F,20,27,BC,39,0.0256,0,0.0769,0,1,2,1,0,0,0,0,0,0,0,12,0,0,3,0.0769,100,0,0,6,1,85.71,20.71,91,49,8.26,0.1863,11/24/1999,1999,5'09,L,FALSE,18,96.61835749
NCAAD1,Brooke McGreen,2019,409154/brooke-mcgreen,F,0,2,SAC,30,0.0333,0.0333,0.1333,1,0,2,1,1,0,0,1,0,0,0,24,8.33,2,4,0.1333,50,100,0,8,3,72.73,4.43,84,39,9.39,0.426,,,Unknown,-,FALSE,18,42.25352113
NCAAD1,Emma Hicks,2020,431686/emma-hicks,F,20,24,REN,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,15,6.25,-9.23,13,71,11.03,0.01,3/22/2000,2000,5'03,R,FALSE,18,1800
NCAAD1,Sena Hanson,2021,495558/sena-hanson,F,23,12,CLK,17,0.1176,0,0.1176,1,1,0,2,0,0,0,0,0,0,0,20,5,1,2,0.1176,100,50,,4,7,36.36,-14.66,25,24,11.48,0.6151,4/15/1998,1998,5'09,L,FALSE,18,29.26353438
NCAAD1,Avery Myers,2021,519633/avery-myers,F,19,7,UNH,18,0.3333,0,0.3333,4,2,0,6,0,0,0,0,0,0,0,17,23.53,4,6,0.3333,100,66.67,,6,4,60,20,24,36,11.66,1.7156,-,2002,5'07,R,FALSE,18,10.49195617
NCAAD1,Katie Huntington,2021,521090/katie-huntington,F,22,26,QUI,16,0.0625,0,0.125,1,0,1,1,0,0,0,0,0,0,0,17,5.88,1,2,0.125,100,100,,7,0,100,38.03,44,27,9.94,0.3771,6/26/1999,1999,5'08,R,FALSE,18,47.7326969
NCAAD1,Laura Anderson,2019,526394/laura-anderson,F,21,3,YAL,22,0.0455,0,0.1364,0,1,2,1,0,0,0,0,0,0,0,12,0,0,3,0.1364,100,0,0,3,5,37.5,-6.09,34,44,9.58,0.2846,2/3/1998,1998,5'09,R,FALSE,18,63.24666198
NCAAD1,Morgan Ondrick,2019,532860/morgan-ondrick,F,21,15,REN,35,0.0571,0,0.0571,0,2,0,2,0,0,0,0,0,0,0,13,0,0,2,0.0571,100,0,0,2,16,11.11,-29.37,34,50,11.24,0.3051,,1998,5'08,R,FALSE,18,58.99705015
NCAAD1,Veronika Pettey,2021,553177/veronika-pettey,F,22,18,NOE,22,0.2727,0.0455,0.4091,4,2,2,6,0,1,0,1,0,0,0,22,18.18,4,9,0.4091,85.71,57.14,,9,2,81.82,-2.18,63,12,10.72,1.7811,2/18/1999,1999,5'04,R,FALSE,18,10.1061142
NCAAD1,Annie Berry,2021,553889/annie-berry,F,21,3,UNH,21,0.0476,0,0.1905,1,0,2,1,0,0,1,0,0,0,0,14,7.14,1,4,0.1905,100,100,,5,15,25,-25.82,31,30,14.66,0.1949,3/13/2000,2000,5'02,R,FALSE,18,92.35505387
NCAAD1,Clare O'Leary,2021,553901/clare-o-leary,F,20,9,BU,12,0.0833,0,0.25,1,0,2,1,0,0,0,0,0,0,0,22,4.55,1,3,0.25,100,100,,4,6,40,-10,15,15,13.88,0.3603,2/15/2001,2001,5'08,R,FALSE,18,49.95836803
NCAAD1,Allie Cornelius,2021,574692/allie-cornelius,F,22,6,STC,19,0.1053,0,0.1053,2,0,0,2,0,0,0,0,0,0,0,10,20,2,2,0.1053,100,100,,4,6,40,9.12,21,47,10.41,0.6067,-,1999,5'04,L,TRUE,18,29.66869952
NCAAD1,Darci Johal,2020,588864/darci-johal,F,19,17,HCR,31,0,0,0.0645,0,0,1,0,0,0,1,0,0,0,0,11,0,0,2,0.0645,0,0,0,2,7,22.22,-1.31,24,78,9.44,0.01,8/29/2001,2001,5'04,R,FALSE,18,1800
NCAAD1,Mikayla Lantto,2021,694571/mikayla-lantto,F,21,28,PSU,9,0.1111,0,0.2222,1,0,1,1,0,0,0,0,0,0,0,7,14.29,1,2,0.2222,100,100,,2,2,50,-30.56,29,7,9.85,0.6771,9/28/2000,2000,5'10,R,FALSE,18,26.58396101
NCAAD1,Dominika Laskova,2019,276236/dominika-laskova,F,23,22,MER,5,0.4,0.2,0.6,0,2,0,2,0,1,0,1,0,0,0,8,0,0,3,0.6,66.67,0,0,4,0,100,57.14,6,8,15.89,2.2651,12/20/1996,1996,5'04,L,FALSE,17,7.505187409
NCAAD1,Abby Davies,2021,431729/abby-davies,F,21,18,RIT,9,0,0.1111,0.2222,0,0,1,0,1,0,0,1,0,0,0,10,10,1,2,0.2222,0,100,,1,10,9.09,-5.91,3,17,20.02,0.333,1/4/2000,2000,5'05,L,FALSE,17,51.05105105
NCAAD1,Maggie Hallisey,2019,489965/maggie-hallisey,F,21,26,HCR,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,17,0,-19.81,21,85,10.19,0.01,,1998,5'07,R,FALSE,17,1700
NCAAD1,Sydney Shearen,2020,521026/sydney-shearen,F,19,7,MIN,28,0,0,0.0714,0,0,2,0,0,0,0,0,0,0,0,7,0,0,2,0.0714,0,0,0,5,6,45.45,-25.97,90,36,9.16,0.01,8/2/2001,2001,5'04,R,FALSE,17,1700
NCAAD1,Caroline Peterson,2019,529577/caroline-peterson,F,20,28,PRV,36,0.0278,0.0278,0.1111,1,0,2,1,1,0,0,1,0,0,0,12,16.67,2,4,0.1111,50,100,0,3,3,50,-10.33,73,48,8.41,0.3964,11/11/1999,1999,5'09,-,FALSE,17,42.88597376
NCAAD1,Baylee Trani,2020,552941/baylee-trani,F,22,26,RIT,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,2,33.33,-27.38,17,11,10.65,0.01,2/23/1998,1998,5'02,L,FALSE,17,1700
NCAAD1,Lokelani Antonio,2021,554451/lokelani-antonio,F,21,21,LIN,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,,2,8,20,-1.05,8,30,11.23,0.01,10/28/2000,2000,5'02,L,FALSE,17,1700
